ifi_district_name,ifi_state_name,census_boundary_district,census_boundary_state,censuscode,match_group,match_method,verification_status,historical_boundary_status,notes_reason
Shahid Bhagat Singh Nagar,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Shahid Bhagat Singh Nagar,Punjab,39,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Shahjahanpur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Shahjahanpur,Uttar Pradesh,152,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Shajapur,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Shajapur,Madhya Pradesh,436,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Shamli,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sheikhpura,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Sheikhpura,Bihar,228,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sheohar,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Sheohar,Bihar,205,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sheopur,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Sheopur,Madhya Pradesh,418,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Shi Yomi,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Shimla,Bihar; Himachal Pradesh; Uttar Pradesh; West Bengal,Shimla,Himachal Pradesh,33,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Shivamogga,Karnataka; Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Shivpuri,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Shivpuri,Madhya Pradesh,423,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Shopian,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Shrawasti,Uttar Pradesh,Shrawasti,Uttar Pradesh,181,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Siaha,Mizoram,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Siang,Arunachal Pradesh; Assam; Jammu and Kashmir; Meghalaya; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Siddharthnagar,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Siddharth Nagar,Uttar Pradesh,184,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
Siddipet,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sidhi,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Sidhi,Madhya Pradesh,462,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sikar,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Sikar,Rajasthan,111,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Silchar,Arunachal Pradesh; Assam; Manipur; Tripura,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Siliguri,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Simdega,Jharkhand,Simdega,Jharkhand,367,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sindhudurg,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Sindhudurg,Maharashtra,529,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Singrauli,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Singrauli,Madhya Pradesh,463,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sirmaur,Himachal Pradesh; Uttar Pradesh,Sirmaur,Himachal Pradesh,32,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sirohi,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Sirohi,Rajasthan,117,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sirsa,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Sirsa,Haryana,79,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sitamarhi,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Sitamarhi,Bihar,206,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sitapur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Sitapur,Uttar Pradesh,154,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,622,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sivasagar,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Manipur; Odisha; Punjab; Uttar Pradesh; West Bengal,Sivasagar,Assam,311,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sivasagar amd Sonitpur,Assam,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Siwan,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Siwan,Bihar,218,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Solan,Himachal Pradesh; Uttar Pradesh,Solan,Himachal Pradesh,31,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Solapur,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Solapur,Maharashtra,526,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Some districts of Punjab,Punjab,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Some parts,Andhra Pradesh; Goa; Gujarat; Haryana; Nagaland; Rajasthan,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sonbhadra,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Sonbhadra,Uttar Pradesh,200,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sonipat,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Sonipat,Haryana,76,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sonitpur,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,Sonitpur,Assam,306,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South,Delhi; Jammu and Kashmir; Punjab,South,NCT of Delhi,98,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South,Delhi; Jammu and Kashmir; Punjab,South,Sikkim,243,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South 24 Parganas,Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,South 24 Parganas,West Bengal,343,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South 24 Parganas*,Andhra Pradesh; Assam; Bihar; Odisha; West Bengal,South 24 Parganas,West Bengal,343,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
South Andamans,Andaman & Nicobar Islands,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Assam,Assam,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South East,Delhi; Jammu and Kashmir; Punjab,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,295,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South Goa,Goa,South Goa,Goa,586,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South Gujarat,Maharashtra,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Kashmir,Jammu and Kashmir,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Salmara Mancachar,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Salmara Mancachar - Mankachar,Assam,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Salmara Mancachar- Mankachar,Assam,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South Tripura,Tamil Nadu; Tripura,South Tripura,Tripura,290,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South West,Delhi; Jammu and Kashmir; Punjab,South West,NCT of Delhi,97,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
South West Garo Hills,Meghalaya,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
South West Khasi Hills,Meghalaya,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Southern parts,Kerala; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sri Muktsar Sahib,Punjab,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sri Potti Sriramulu Nellore,Andhra Pradesh; Madhya Pradesh,Sri Potti Sriramulu Nellore,Andhra Pradesh,550,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sri Sri Muktsar Sahib Sahib,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Srikakulam,Andhra Pradesh; Karnataka; Madhya Pradesh,Srikakulam,Andhra Pradesh,542,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Srinagar,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,Srinagar,Jammu & Kashmir,10,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Subarnapur,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Subarnapur,Odisha,392,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Suburbans,Madras,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sukma,Chhattisgarh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Sultanpur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Sultanpur,Uttar Pradesh,179,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Sundargarh,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Sundargarh,Odisha,374,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Supaul,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Supaul,Bihar,208,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Surat,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Surat,Gujarat,492,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Surendranagar,Bihar; Gujarat; Karnataka; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Surendranagar,Gujarat,475,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Surguja,Chhattisgarh,Surguja,Chhattisgarh,401,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Suryapet,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Tamenglong,Manipur,Tamenglong,Manipur,273,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tapi,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Tapi,Gujarat,493,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tarn Taran,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Tarn Taran,Punjab,50,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tawang,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Tawang,Arunanchal Pradesh,245,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tehri Garhwal,Uttar Pradesh; Uttarakhand,Tehri Garhwal,Uttarakhand,59,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tengnoupal,Manipur,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Tenkasi,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Thane,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Thane,Maharashtra,517,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,620,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
The Dangs,Gujarat,The Dangs,Gujarat,489,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
The Nilgiris,Tamil Nadu,The Nilgiris,Tamil Nadu,611,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Theni,Tamil Nadu,Theni,Tamil Nadu,624,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu,602,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thiruvananthapuram,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Thiruvananthapuram,Kerala,601,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thiruvarur,Tamil Nadu,Thiruvarur,Tamil Nadu,619,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thoothukkudi,Tamil Nadu,Thoothukkudi,Tamil Nadu,627,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thoubal,Manipur,Thoubal,Manipur,276,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Thrissur,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Thrissur,Kerala,594,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tikamgarh,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Tikamgarh,Madhya Pradesh,424,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tinsukia,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,Tinsukia,Assam,309,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tirap,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Tirap,Arunanchal Pradesh,254,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,614,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,628,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tirupathur,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
