uei,district,state,start_date,end_date,duration_days,raw_start_date,raw_end_date,raw_duration_days,classification,evidence,recommended_action,confidence,notes
UEI-IMD-FL-2013-0086,Wayanad,Kerala,2013-08-10,2013-08-16,7.0,10-08-2013 00:00,16-08-2013 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2013-08-10, end=2013-08-16; raw DD-first parse: start=2013-08-10, end=2013-08-16."
UEI-IMD-FL-2014-0025,Parts of Jharkhand,Jharkhand,2014-10-12,2014-10-14,3.0,12-10-2014 00:00,14-10-2014 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2014-10-12, end=2014-10-14; raw DD-first parse: start=2014-10-12, end=2014-10-14."
UEI-IMD-FL-2014-0043,"Alappuzha, Kasaragod, Kozhikode, Thiruvananthapuram, Thrissur, Wayanad",Kerala,2014-04-10,2014-04-16,7.0,10-04-2014 00:00,16-04-2014 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2014-04-10, end=2014-04-16; raw DD-first parse: start=2014-04-10, end=2014-04-16."
UEI-IMD-FL-2014-0047,Thiruvananthapuram,Kerala,2014-06-12,2014-06-14,3.0,12-06-2014 00:00,14-06-2014 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2014-06-12, end=2014-06-14; raw DD-first parse: start=2014-06-12, end=2014-06-14."
UEI-IMD-FL-2014-0049,"Kannur, Kasaragod, Kozhikode, Malappuram, Wayanad",Kerala,2014-07-12,2014-07-15,4.0,12-07-2014 00:00,15-07-2014 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2014-07-12, end=2014-07-15; raw DD-first parse: start=2014-07-12, end=2014-07-15."
UEI-IMD-FL-2015-0007,"Baksa, Barpeta, Darrang, Dhemaji, Dibrugarh, Goalpara, Jorhat, Kamrup, Kamrup Metro, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivasagar, Sonitpur, Tinsukia",Assam,2015-06-09,2015-06-17,9.0,09-06-2015 00:00,17-06-2015 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-06-09, end=2015-06-17; raw DD-first parse: start=2015-06-09, end=2015-06-17."
UEI-IMD-FL-2015-0029,"Anantnag, Ganderbal",Jammu and Kashmir,2015-07-09,2015-07-16,8.0,09-07-2015 00:00,16-07-2015 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-07-09, end=2015-07-16; raw DD-first parse: start=2015-07-09, end=2015-07-16."
UEI-IMD-FL-2015-0033,"Ballari, Dakshina Kannada, Gadag, Hassan, Uttar Kashia Kannada",Karnataka,2015-03-06,2015-03-14,9.0,06-03-2015 00:00,14-03-2015 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-03-06, end=2015-03-14; raw DD-first parse: start=2015-03-06, end=2015-03-14."
UEI-IMD-FL-2015-0039,"Ballari, Dakshina Kannada, Udupi",Karnataka,2015-07-10,2015-07-20,11.0,10-07-2015 00:00,20-07-2015 00:00,11,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-07-10, end=2015-07-20; raw DD-first parse: start=2015-07-10, end=2015-07-20."
UEI-IMD-FL-2015-0048,"Ernakulam, Idukki, Kollam, Kozhikode, Malappuram, Pathanamthitta, Thiruvananthapuram, Wayanad",Kerala,2015-04-11,2015-04-16,6.0,11-04-2015 00:00,16-04-2015 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-04-11, end=2015-04-16; raw DD-first parse: start=2015-04-11, end=2015-04-16."
UEI-IMD-FL-2015-0053,"Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kozhikode, Malappuram, Palakkad, Thrissur, Wayanad",Kerala,2015-05-10,2015-05-14,5.0,10-05-2015 00:00,14-05-2015 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-05-10, end=2015-05-14; raw DD-first parse: start=2015-05-10, end=2015-05-14."
UEI-IMD-FL-2015-0055,"Alappuzha, Kannur, Kollam, Thrissur, Thiruvananthapuram",Kerala,2015-06-08,2015-06-16,9.0,08-06-2015 00:00,16-06-2015 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-06-08, end=2015-06-16; raw DD-first parse: start=2015-06-08, end=2015-06-16."
UEI-IMD-FL-2015-0067,"Aurangabad, Beed, Hingoli, Jalna, Latur, Nanded, Dharashiv, Parbhani",Maharashtra,2015-06-07,2015-06-16,10.0,07-06-2015 00:00,16-06-2015 00:00,10,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2015-06-07, end=2015-06-16; raw DD-first parse: start=2015-06-07, end=2015-06-16."
UEI-IMD-FL-2016-0033,Raipur,Chhattisgarh,2016-06-12,2016-06-13,2.0,12-06-2016 00:00,13-06-2016 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-06-12, end=2016-06-13; raw DD-first parse: start=2016-06-12, end=2016-06-13."
UEI-IMD-FL-2016-0037,"Jagdalpur, Janjgir-Champa, Narayanpur, Rajnandgaon",Chhattisgarh,2016-09-11,2016-09-13,3.0,11-09-2016 00:00,13-09-2016 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-09-11, end=2016-09-13; raw DD-first parse: start=2016-09-11, end=2016-09-13."
UEI-IMD-FL-2016-0042,"Chamba, Kinnaur",Himachal Pradesh,2016-07-10,2016-07-17,8.0,10-07-2016 00:00,17-07-2016 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-07-10, end=2016-07-17; raw DD-first parse: start=2016-07-10, end=2016-07-17."
UEI-IMD-FL-2016-0079,"Idukki, Kannur, Kollam, Pathanamthitta, Thiruvananthapuram, Wayanad",Kerala,2016-06-10,2016-06-13,4.0,10-06-2016 00:00,13-06-2016 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-06-10, end=2016-06-13; raw DD-first parse: start=2016-06-10, end=2016-06-13."
UEI-IMD-FL-2016-0083,"Idukki, Kasaragod, Wayanad",Kerala,2016-07-10,2016-07-15,6.0,10-07-2016 00:00,15-07-2016 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-07-10, end=2016-07-15; raw DD-first parse: start=2016-07-10, end=2016-07-15."
UEI-IMD-FL-2016-0112,"Barmer, Jodhpur, Kota",Rajasthan,2016-08-09,2016-08-13,5.0,09-08-2016 00:00,13-08-2016 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-08-09, end=2016-08-13; raw DD-first parse: start=2016-08-09, end=2016-08-13."
UEI-IMD-FL-2016-0115,Kanniyakumariumari,Tamil Nadu,2016-06-11,2016-06-13,3.0,11-06-2016 00:00,13-06-2016 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2016-06-11, end=2016-06-13; raw DD-first parse: start=2016-06-11, end=2016-06-13."
UEI-IMD-FL-2017-0029,"Chamba, Hamirpur, Kangra, Kullu, Shimla",Himachal Pradesh,2018-06-08,2017-07-08,2.0,08-06-2018 00:00,08-07-2017 00:00,2,SOURCE_INCONSISTENCY,The raw DD-MM-YYYY source fields are themselves end-before-start; the contradiction is not introduced by cleaning.,EXCLUDE_FROM_INTERVAL_TARGETING,HIGH,"Do not swap dates or trust duration without authoritative source correction. Proper ISO parse: start=2018-06-08, end=2017-07-08; raw DD-first parse: start=2018-06-08, end=2017-07-08."
UEI-IMD-FL-2017-0118,"Bahraich, Balrampur, Bara Banki, Gonda, SShrawasti & Parts of East U.P.",Uttar Pradesh,2017-08-14,2017-07-16,3.0,14-08-2017 00:00,16-07-2017 00:00,3,SOURCE_INCONSISTENCY,The raw DD-MM-YYYY source fields are themselves end-before-start; the contradiction is not introduced by cleaning.,EXCLUDE_FROM_INTERVAL_TARGETING,HIGH,"Do not swap dates or trust duration without authoritative source correction. Proper ISO parse: start=2017-08-14, end=2017-07-16; raw DD-first parse: start=2017-08-14, end=2017-07-16."
UEI-IMD-FL-2021-0108,"Alappuzha, Idukki, Ernakulam, Kannur, Kottayam, Kollam, Kozhikode, Malappuram, Palakkad, Pathanamthitta, Thrissur, Thiruvananthapuram",Kerala,2021-10-11,2021-10-19,9.0,11-10-2021 00:00,19-10-2021 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-10-11, end=2021-10-19; raw DD-first parse: start=2021-10-11, end=2021-10-19."
UEI-IMD-FL-2021-0109,Alappuzha,Kerala,2021-10-11,2021-10-19,9.0,11-10-2021 00:00,19-10-2021 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-10-11, end=2021-10-19; raw DD-first parse: start=2021-10-11, end=2021-10-19."
UEI-IMD-FL-2021-0110,Kannur,Kerala,2021-10-11,2021-10-19,9.0,11-10-2021 00:00,19-10-2021 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-10-11, end=2021-10-19; raw DD-first parse: start=2021-10-11, end=2021-10-19."
UEI-IMD-FL-2021-0111,Thrissur,Kerala,2021-10-11,2021-10-19,9.0,11-10-2021 00:00,19-10-2021 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-10-11, end=2021-10-19; raw DD-first parse: start=2021-10-11, end=2021-10-19."
UEI-IMD-FL-2021-0151,Nagpur,Maharashtra,2021-05-10,2021-05-30,5.0,10-05-2021 00:00,30-05-2021 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-05-10, end=2021-05-30; raw DD-first parse: start=2021-05-10, end=2021-05-30."
UEI-IMD-FL-2021-0246,"Anugul, Cuttack, Dhenkanal, Jagatsinghapur, Jajapur, Kalahandi, Kandhamal, Kendrapara, Khordha, Koraput, Puri",Odisha,2021-09-12,2021-09-13,2.0,12-09-2021 00:00,13-09-2021 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-09-12, end=2021-09-13; raw DD-first parse: start=2021-09-12, end=2021-09-13."
UEI-IMD-FL-2021-0247,Kendrapara,Odisha,2021-09-12,2021-09-13,2.0,12-09-2021 00:00,13-09-2021 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-09-12, end=2021-09-13; raw DD-first parse: start=2021-09-12, end=2021-09-13."
UEI-IMD-FL-2021-0248,Khordha,Odisha,2021-09-12,2021-09-13,2.0,12-09-2021 00:00,13-09-2021 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2021-09-12, end=2021-09-13; raw DD-first parse: start=2021-09-12, end=2021-09-13."
UEI-IMD-FL-2022-0078,Cachar,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0079,Dhemaji,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0080,Dima Hasao,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0081,Hojai,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0082,Kamrup Metro,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0083,Karbi Anglong,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0084,Nagaon,Assam,2022-05-12,2022-05-13,2.0,12-05-2022 00:00,13-05-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0085,Dima Hasao,Assam,2022-05-12,2022-05-13,1.0,12-05-2022 00:00,13-05-2022 00:00,1,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0086,Cachar,Assam,2022-05-12,2022-05-13,1.0,12-05-2022 00:00,13-05-2022 00:00,1,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-05-12, end=2022-05-13; raw DD-first parse: start=2022-05-12, end=2022-05-13."
UEI-IMD-FL-2022-0430,"Amreli, Bharuch, Dangs, Gir Somnath, Junagadh, Kachchh, Navsari, Tapi",Gujarat,2022-07-12,2022-07-13,2.0,12-07-2022 00:00,13-07-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-07-12, end=2022-07-13; raw DD-first parse: start=2022-07-12, end=2022-07-13."
UEI-IMD-FL-2022-0431,Amreli,Gujarat,2022-07-12,2022-07-13,2.0,12-07-2022 00:00,13-07-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-07-12, end=2022-07-13; raw DD-first parse: start=2022-07-12, end=2022-07-13."
UEI-IMD-FL-2022-0432,Bharuch,Gujarat,2022-07-12,2022-07-13,2.0,12-07-2022 00:00,13-07-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-07-12, end=2022-07-13; raw DD-first parse: start=2022-07-12, end=2022-07-13."
UEI-IMD-FL-2022-0433,Dangs,Gujarat,2022-07-12,2022-07-13,2.0,12-07-2022 00:00,13-07-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-07-12, end=2022-07-13; raw DD-first parse: start=2022-07-12, end=2022-07-13."
UEI-IMD-FL-2022-0434,Gir Somnath,Gujarat,2022-07-12,2022-07-13,2.0,12-07-2022 00:00,13-07-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-07-12, end=2022-07-13; raw DD-first parse: start=2022-07-12, end=2022-07-13."
UEI-IMD-FL-2022-0435,Junagadh,Gujarat,2022-07-12,2022-07-13,2.0,12-07-2022 00:00,13-07-2022 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2022-07-12, end=2022-07-13; raw DD-first parse: start=2022-07-12, end=2022-07-13."
